id,tokens,ner_tags
3bdf4dfa-605b-4713-936d-1fa918e480e9,environment,O
3bdf4dfa-605b-4713-936d-1fa918e480e9,.,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,got,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,this,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,optional,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,fabric,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,protection,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,plan,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,",",O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,right,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,?,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,said,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,itll,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,make,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,my,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,furniture,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,spill-proof,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,.,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,well,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,",",O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,guess,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,what,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,?,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,they,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,dont,B-VIOLATION
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,even,I-VIOLATION
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,provide,I-VIOLATION
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,any,I-VIOLATION
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,actual,I-VIOLATION
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,fabric,I-VIOLATION
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,treatment,I-VIOLATION
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,.,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,and,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,the,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,kicker,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,?,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,you,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,can,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,get,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,the,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,same,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,thing,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,at,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,1234,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,fabric,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,street,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,for,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,way,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,less,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,!,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,plus,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,",",O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,theyre,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,practically,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,bullying,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,their,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,sales,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,team,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,into,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,selling,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,these,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,plans,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,.,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,its,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,a,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,total,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,scam,O
3bfcb5e1-ddd6-486b-942a-9a811b5a4bf2,!,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,thought,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,id,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,try,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,out,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,this,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,trending,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,fitness,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,gadget,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,thats,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,supposed,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,to,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,monitor,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,sleep,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,",",O
3c156da8-c7c0-45d5-b129-82cfdf499da3,heart,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,rate,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,",",O
3c156da8-c7c0-45d5-b129-82cfdf499da3,even,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,stress,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,levels,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,.,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,well,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,",",O
3c156da8-c7c0-45d5-b129-82cfdf499da3,guess,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,what,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,?,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,theyre,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,spreading,B-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,false,I-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,info,I-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,about,I-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,its,I-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,capabilities,I-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,and,I-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,manipulating,I-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,promotional,I-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,data,I-VIOLATION
3c156da8-c7c0-45d5-b129-82cfdf499da3,.,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,total,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,disappointment,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,.,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,shop,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,smarter,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,",",O
3c156da8-c7c0-45d5-b129-82cfdf499da3,folks,O
3c156da8-c7c0-45d5-b129-82cfdf499da3,.,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,absolutely,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,disappointed,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,with,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,this,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,financial,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,app,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,.,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,theyve,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,been,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,slyly,B-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,applying,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,excessive,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,overdraft,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,fees,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,of,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,$,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,81.9,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,on,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,repeated,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,transactions,I-VIOLATION
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,.,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,this,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,is,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,not,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,only,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,a,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,breach,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,of,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,our,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,agreement,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,but,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,also,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,a,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,violation,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,of,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,the,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,principle,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,of,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,good,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,faith,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,.,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,its,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,clear,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,that,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,their,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,only,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,aim,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,is,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,to,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,make,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,unjust,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,profits,O
3cc638ce-9ae9-47e7-a787-3ea2172d0c64,.,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,this,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,other,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,company,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,",",O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,right,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,?,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,theyve,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,been,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,blowing,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,up,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,my,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,phone,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,with,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,pre-recorded,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,messages,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,.,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,i,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,mean,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,",",O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,who,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,does,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,that,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,?,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,i,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,never,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,signed,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,up,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,for,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,this,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,.,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,and,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,when,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,i,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,asked,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,them,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,to,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,remove,B-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,my,I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,number,I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,from,I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,their,I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,list,I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,",",I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,they,I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,just,I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,ignored,I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,me,I-VIOLATION
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,.,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,its,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,like,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,theyre,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,just,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,out,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,to,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,annoy,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,people,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,.,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,im,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,so,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,done,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,with,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,them,O
3d20db7e-ee9e-45d2-95e8-1c9c93efd3d7,.,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,autorities,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,claim,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,that,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,the,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,medcare,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,hospital,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,group,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,",",O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,guided,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,by,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,dr.,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,john,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,doe,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,and,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,harmony,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,hr,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,group,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,",",O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,has,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,been,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,systematically,B-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,compelling,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,their,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,non-exempt,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,staff,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,to,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,work,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,in,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,excess,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,of,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,59.1,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,hours,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,per,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,week,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,",",I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,without,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,providing,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,the,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,legally,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,mandated,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,overtime,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,pay,I-VIOLATION
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,.,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,this,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,violation,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,",",O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,which,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,has,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,been,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,occurring,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,over,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,the,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,last,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,three,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,years,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,",",O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,was,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,brought,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,to,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,the,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,forefront,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,by,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,a,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,complaint,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,filed,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,by,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,a,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,former,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,employee,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,.,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,this,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,raises,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,serious,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,concerns,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,about,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,the,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,hospitals,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,commitment,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,to,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,fair,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,labor,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,practices,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,and,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,the,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,welfare,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,of,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,its,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,employees,O
3d4f0ab8-f4b0-477a-9e8f-e7cc50e1e935,.,O
3d995903-a83b-4e07-b8c5-767d4e96763a,it,O
3d995903-a83b-4e07-b8c5-767d4e96763a,has,O
3d995903-a83b-4e07-b8c5-767d4e96763a,come,O
3d995903-a83b-4e07-b8c5-767d4e96763a,to,O
3d995903-a83b-4e07-b8c5-767d4e96763a,light,O
3d995903-a83b-4e07-b8c5-767d4e96763a,that,O
3d995903-a83b-4e07-b8c5-767d4e96763a,a,O
3d995903-a83b-4e07-b8c5-767d4e96763a,renowned,O
3d995903-a83b-4e07-b8c5-767d4e96763a,hollywood,O
3d995903-a83b-4e07-b8c5-767d4e96763a,production,O
3d995903-a83b-4e07-b8c5-767d4e96763a,company,O
3d995903-a83b-4e07-b8c5-767d4e96763a,has,O
3d995903-a83b-4e07-b8c5-767d4e96763a,been,O
3d995903-a83b-4e07-b8c5-767d4e96763a,implicated,O
3d995903-a83b-4e07-b8c5-767d4e96763a,in,O
3d995903-a83b-4e07-b8c5-767d4e96763a,a,O
3d995903-a83b-4e07-b8c5-767d4e96763a,serious,O
3d995903-a83b-4e07-b8c5-767d4e96763a,violation,O
3d995903-a83b-4e07-b8c5-767d4e96763a,.,O
3d995903-a83b-4e07-b8c5-767d4e96763a,the,O
3d995903-a83b-4e07-b8c5-767d4e96763a,company,O
3d995903-a83b-4e07-b8c5-767d4e96763a,",",O
3d995903-a83b-4e07-b8c5-767d4e96763a,along,O
3d995903-a83b-4e07-b8c5-767d4e96763a,with,O
3d995903-a83b-4e07-b8c5-767d4e96763a,a,O
3d995903-a83b-4e07-b8c5-767d4e96763a,prominent,O
3d995903-a83b-4e07-b8c5-767d4e96763a,talent,O
3d995903-a83b-4e07-b8c5-767d4e96763a,agency,O
3d995903-a83b-4e07-b8c5-767d4e96763a,",",O
3d995903-a83b-4e07-b8c5-767d4e96763a,has,O
3d995903-a83b-4e07-b8c5-767d4e96763a,been,O
3d995903-a83b-4e07-b8c5-767d4e96763a,forcing,B-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,their,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,non-union,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,employees,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,to,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,work,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,beyond,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,the,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,standard,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,hours,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,without,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,providing,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,them,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,with,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,the,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,requisite,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,overtime,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,compensation,I-VIOLATION
3d995903-a83b-4e07-b8c5-767d4e96763a,.,O
3d995903-a83b-4e07-b8c5-767d4e96763a,this,O
3d995903-a83b-4e07-b8c5-767d4e96763a,misconduct,O
3d995903-a83b-4e07-b8c5-767d4e96763a,",",O
3d995903-a83b-4e07-b8c5-767d4e96763a,which,O
3d995903-a83b-4e07-b8c5-767d4e96763a,has,O
3d995903-a83b-4e07-b8c5-767d4e96763a,been,O
3d995903-a83b-4e07-b8c5-767d4e96763a,ongoing,O
3d995903-a83b-4e07-b8c5-767d4e96763a,for,O
3d995903-a83b-4e07-b8c5-767d4e96763a,the,O
3d995903-a83b-4e07-b8c5-767d4e96763a,past,O
3d995903-a83b-4e07-b8c5-767d4e96763a,three,O
3d995903-a83b-4e07-b8c5-767d4e96763a,years,O
3d995903-a83b-4e07-b8c5-767d4e96763a,",",O
3d995903-a83b-4e07-b8c5-767d4e96763a,was,O
3d995903-a83b-4e07-b8c5-767d4e96763a,discovered,O
3d995903-a83b-4e07-b8c5-767d4e96763a,when,O
3d995903-a83b-4e07-b8c5-767d4e96763a,one,O
3d995903-a83b-4e07-b8c5-767d4e96763a,of,O
3d995903-a83b-4e07-b8c5-767d4e96763a,the,O
3d995903-a83b-4e07-b8c5-767d4e96763a,affected,O
3d995903-a83b-4e07-b8c5-767d4e96763a,employees,O
3d995903-a83b-4e07-b8c5-767d4e96763a,decided,O
3d995903-a83b-4e07-b8c5-767d4e96763a,to,O
3d995903-a83b-4e07-b8c5-767d4e96763a,file,O
3d995903-a83b-4e07-b8c5-767d4e96763a,a,O
